#AssemblyAccession	AssemblyName	Organism	AssemblyStatus	BioprojectAccession	BioSample	ContigN50	ScaffoldN50	FtpPath
GCF_001280585.1	ASM128058v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03654026	358317	358317	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/585/GCF_001280585.1_ASM128058v1
GCF_001238275.1	ASM123827v1	Bradyrhizobium viridifuturi (a-proteobacteria)	Contig	PRJNA224116	SAMN03890369	138766	138766	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/238/275/GCF_001238275.1_ASM123827v1
GCF_000261825.1	35157	Bradyrhizobium yuanmingense CCBAU 35157 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469469	31040	31040	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/825/GCF_000261825.1_35157
GCF_000261745.1	15635	Bradyrhizobium sp. CCBAU 15635 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469488	34535	34535	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/745/GCF_000261745.1_15635
GCF_000261725.1	15615	Bradyrhizobium sp. CCBAU 15615 (a-proteobacteria)	Contig	PRJNA224116	SAMN02469484	44201	44201	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/725/GCF_000261725.1_15615
GCF_001189845.1	ASM118984v1	Bradyrhizobium tropiciagri (a-proteobacteria)	Contig	PRJNA224116	SAMN03784761	111450	111450	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/845/GCF_001189845.1_ASM118984v1
GCF_001189245.1	ASM118924v1	Bradyrhizobium pachyrhizi (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03782120	26465	202254	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/245/GCF_001189245.1_ASM118924v1
GCF_000284375.1	ASM28437v1	Bradyrhizobium japonicum USDA 6 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00060992	9207384	9207384	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/375/GCF_000284375.1_ASM28437v1
GCF_000284275.1	ASM28427v1	Bradyrhizobium cosmicum (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00060998	7231841	7231841	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/275/GCF_000284275.1_ASM28427v1
GCF_000282615.1	Bradyrhizobium.strYR681_v1.0	Bradyrhizobium sp. YR681 (a-proteobacteria)	Contig	PRJNA224116	SAMN00839655	37719	37719	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/282/615/GCF_000282615.1_Bradyrhizobium.strYR681_v1.0
GCF_000244935.1	ASM24493v1	Bradyrhizobium sp. WSM1253 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02261403	249387	8317079	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/244/935/GCF_000244935.1_ASM24493v1
GCF_000244915.1	ASM24491v1	Bradyrhizobium sp. WSM471 (a-proteobacteria)	Chromosome	PRJNA224116	SAMN02261395	6645911	7784016	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/244/915/GCF_000244915.1_ASM24491v1
GCF_001038185.1	ASM103818v1	Bradyrhizobium japonicum (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02666820	266672	408323	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/185/GCF_001038185.1_ASM103818v1
GCF_000239755.1	ASM23975v2	Bradyrhizobium sp. ORS 285 (a-proteobacteria)	Contig	PRJNA224116	SAMEA3138405	61775	61775	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/755/GCF_000239755.1_ASM23975v2
GCF_000239815.1	ASM23981v2	Bradyrhizobium sp. STM 3843 (a-proteobacteria)	Scaffold	PRJNA224116	SAMEA2272016	43838	44576	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/815/GCF_000239815.1_ASM23981v2
GCF_000239795.1	ASM23979v2	Bradyrhizobium sp. STM 3809 (a-proteobacteria)	Contig	PRJNA224116	SAMEA2272567	14901	14901	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/795/GCF_000239795.1_ASM23979v2
GCF_000239775.1	ASM23977v2	Bradyrhizobium sp. ORS 375 (a-proteobacteria)	Scaffold	PRJNA224116	SAMEA3138406	28702	28706	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/775/GCF_000239775.1_ASM23977v2
GCF_000938305.1	ASM93830v1	Bradyrhizobium sp. LTSP885 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03340244	213622	267594	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/938/305/GCF_000938305.1_ASM93830v1
GCF_000938285.1	ASM93828v1	Bradyrhizobium sp. LTSP857 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03340243	278582	325117	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/938/285/GCF_000938285.1_ASM93828v1
GCF_000938255.1	ASM93825v1	Bradyrhizobium sp. LTSP849 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03340218	339149	339149	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/938/255/GCF_000938255.1_ASM93825v1
GCF_000938235.1	ASM93823v1	Bradyrhizobium sp. LTSPM299 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03340245	201877	201877	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/938/235/GCF_000938235.1_ASM93823v1
GCF_000878305.1	UASWS1015 1.0	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN03219996	315183	315183	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/878/305/GCF_000878305.1_UASWS1015_1.0
GCF_000807315.1	ASM80731v1	Bradyrhizobium japonicum (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03262953	9224208	9224208	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/315/GCF_000807315.1_ASM80731v1
GCF_000773865.1	ASM77386v1	Bradyrhizobium japonicum (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03083461	472902	472902	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/773/865/GCF_000773865.1_ASM77386v1
GCF_000648595.1	ASM64859v2	Bradyrhizobium diazoefficiens SEMIA 5080 (a-proteobacteria)	Contig	PRJNA224116	SAMN02739028	1854659	1854659	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/595/GCF_000648595.1_ASM64859v2
GCF_000701345.1	ASM70134v1	Bradyrhizobium sp. URHD0069 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02841140	128124	128124	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/345/GCF_000701345.1_ASM70134v1
GCF_000661935.1	ASM66193v1	Bradyrhizobium japonicum SEMIA 5079 (a-proteobacteria)	Chromosome	PRJNA224116	SAMN02726028	1921582	9583027	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/661/935/GCF_000661935.1_ASM66193v1
GCF_000519225.1	ASM51922v1	Bradyrhizobium elkanii USDA 94 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02584917	138573	138573	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/225/GCF_000519225.1_ASM51922v1
GCF_000518345.1	ASM51834v1	Bradyrhizobium sp. URHA0013 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02584987	1039865	1194181	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/345/GCF_000518345.1_ASM51834v1
GCF_000515415.1	ASM51541v1	Bradyrhizobium sp. WSM1417 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02597277	4089339	8048963	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/515/415/GCF_000515415.1_ASM51541v1
GCF_000497675.1	OHSU_W	Bradyrhizobium sp. OHSU_III (a-proteobacteria)	Contig	PRJNA224116	SAMN02952940	329545	329545	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/497/675/GCF_000497675.1_OHSU_W
GCF_000482525.1	ASM48252v1	Bradyrhizobium japonicum USDA 123 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441447	55934	55934	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/482/525/GCF_000482525.1_ASM48252v1
GCF_000482425.1	ASM48242v1	Bradyrhizobium japonicum 22 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441445	385797	4949936	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/482/425/GCF_000482425.1_ASM48242v1
GCF_000473125.1	ASM47312v1	Bradyrhizobium genosp. SA-4 str. CB756 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441117	1566987	9823581	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/125/GCF_000473125.1_ASM47312v1
GCF_000473065.1	ASM47306v1	Bradyrhizobium sp. WSM1743 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441116	87873	89027	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/065/GCF_000473065.1_ASM47306v1
GCF_000473045.1	ASM47304v1	Bradyrhizobium sp. WSM3983 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02440715	243235	266100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/045/GCF_000473045.1_ASM47304v1
GCF_000473025.1	ASM47302v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441115	323993	340412	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/025/GCF_000473025.1_ASM47302v1
GCF_000472985.1	ASM47298v1	Bradyrhizobium japonicum USDA 6 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441114	305135	328295	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/985/GCF_000472985.1_ASM47298v1
GCF_000472965.1	ASM47296v1	Bradyrhizobium murdochi (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441128	244068	311400	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/965/GCF_000472965.1_ASM47296v1
GCF_000472945.1	ASM47294v1	Bradyrhizobium japonicum USDA 135 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441452	25986	26112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/945/GCF_000472945.1_ASM47294v1
GCF_000472925.1	ASM47292v1	Bradyrhizobium sp. Ec3.3 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441127	159659	159659	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/925/GCF_000472925.1_ASM47292v1
GCF_000472865.1	ASM47286v1	Bradyrhizobium elkanii WSM2783 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441450	101503	101503	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/865/GCF_000472865.1_ASM47286v1
GCF_000472745.1	ASM47274v1	Bradyrhizobium japonicum USDA 38 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02440784	349669	349838	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/745/GCF_000472745.1_ASM47274v1
GCF_000472725.1	ASM47272v1	Bradyrhizobium ottawaense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441125	274635	274635	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/725/GCF_000472725.1_ASM47272v1
GCF_000472685.1	ASM47268v1	Bradyrhizobium arachidis (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441457	376385	376385	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/685/GCF_000472685.1_ASM47268v1
GCF_000472645.1	ASM47264v1	Bradyrhizobium sp. WSM2254 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02440783	158894	164942	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/645/GCF_000472645.1_ASM47264v1
GCF_000472425.1	ASM47242v1	Bradyrhizobium sp. Tv2a-2 (a-proteobacteria)	Contig	PRJNA224116	SAMN02440785	339711	339711	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/425/GCF_000472425.1_ASM47242v1
GCF_000472385.1	ASM47238v1	Bradyrhizobium sp. ARR65 (a-proteobacteria)	Contig	PRJNA224116	SAMN02441123	144617	144617	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/385/GCF_000472385.1_ASM47238v1
GCF_000426845.1	ASM42684v1	Bradyrhizobium japonicum in8p8 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02440647	378302	378302	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/845/GCF_000426845.1_ASM42684v1
GCF_000426785.1	ASM42678v1	Bradyrhizobium sp. th.b2 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441514	170007	171922	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/785/GCF_000426785.1_ASM42678v1
GCF_000426265.1	ASM42626v1	Bradyrhizobium sp. Cp5.3 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02441187	218972	218972	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/265/GCF_000426265.1_ASM42626v1
GCF_000426245.1	ASM42624v1	Bradyrhizobium sp. Ai1a-2 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02440842	94268	94268	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/245/GCF_000426245.1_ASM42624v1
GCF_000026145.1	ASM2614v1	Bradyrhizobium sp. ORS 278 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMEA3138227	7456587	7456587	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/145/GCF_000026145.1_ASM2614v1
GCF_000421305.1	ASM42130v1	Bradyrhizobium japonicum is5 (a-proteobacteria)	Contig	PRJNA224116	SAMN02440582	378224	378224	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/305/GCF_000421305.1_ASM42130v1
GCF_000015165.1	ASM1516v1	Bradyrhizobium sp. BTAi1 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN02598359	8264687	8264687	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/165/GCF_000015165.1_ASM1516v1
GCF_000011365.1	ASM1136v1	Bradyrhizobium diazoefficiens USDA 110 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00061083	9105828	9105828	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/365/GCF_000011365.1_ASM1136v1
